student_id	course_id	topic_id	lesson_id	task_id	is_correct	timestamp
e73493b016ade9ef7f4b32b3f59d4648	010ad0d9	fe08aa1f	dc659849	17b6910b1d96b589	1	2023-08-02 16:47:18
e73493b016ade9ef7f4b32b3f59d4648	010ad0d9	fe08aa1f	dc659849	97272a41e2d70f49	1	2023-08-02 16:47:26
e73493b016ade9ef7f4b32b3f59d4648	010ad0d9	fe08aa1f	ae39f6e1	14bde8068ca76ab9	1	2023-08-02 16:48:55
e6ff44e77cd6d5e2e4d2a243dabdf003	010ad0d9	222068c6	96135162	647b8d855c3e154c	0	2023-08-02 16:53:28
e6ff44e77cd6d5e2e4d2a243dabdf003	010ad0d9	222068c6	aa9f5cfe	f62e535124f89f09	1	2023-08-02 16:56:46
e73493b016ade9ef7f4b32b3f59d4648	010ad0d9	fe08aa1f	7f69e7f7	de604e9206098524	1	2023-08-02 16:57:04
e6ff44e77cd6d5e2e4d2a243dabdf003	010ad0d9	222068c6	b57a9567	9ad433537d21e394	1	2023-08-02 17:00:09
e73493b016ade9ef7f4b32b3f59d4648	010ad0d9	fe08aa1f	4f288a30	e1ee5cf1723af521	1	2023-08-02 17:03:59
e73493b016ade9ef7f4b32b3f59d4648	010ad0d9	fe08aa1f	4f288a30	019df84491c45de1	1	2023-08-02 17:04:19
e6ff44e77cd6d5e2e4d2a243dabdf003	010ad0d9	fe08aa1f	dc659849	17b6910b1d96b589	1	2023-08-02 17:08:16
e6ff44e77cd6d5e2e4d2a243dabdf003	010ad0d9	fe08aa1f	dc659849	97272a41e2d70f49	1	2023-08-02 17:08:22
e6ff44e77cd6d5e2e4d2a243dabdf003	010ad0d9	fe08aa1f	ae39f6e1	14bde8068ca76ab9	1	2023-08-02 17:10:16
e73493b016ade9ef7f4b32b3f59d4648	010ad0d9	fe08aa1f	0ec00ec9	c5a29c83fa533a83	1	2023-08-02 17:10:52
e73493b016ade9ef7f4b32b3f59d4648	010ad0d9	fe08aa1f	0ec00ec9	c5a29c83fa533a83	1	2023-08-02 17:10:52
e73493b016ade9ef7f4b32b3f59d4648	010ad0d9	fe08aa1f	0ec00ec9	bb5d0ce17a300c7b	1	2023-08-02 17:10:59
e6ff44e77cd6d5e2e4d2a243dabdf003	010ad0d9	fe08aa1f	7f69e7f7	de604e9206098524	0	2023-08-02 17:31:54
e73493b016ade9ef7f4b32b3f59d4648	010ad0d9	fe08aa1f	ef0fb657	c703ce130a83e110	1	2023-08-02 20:43:00
e73493b016ade9ef7f4b32b3f59d4648	010ad0d9	fe08aa1f	b555c55d	690ad36cb58ec12b	1	2023-08-02 20:53:37
e73493b016ade9ef7f4b32b3f59d4648	010ad0d9	fe08aa1f	1d021ee9	78c146768867e125	1	2023-08-02 21:47:52
e73493b016ade9ef7f4b32b3f59d4648	010ad0d9	fe08aa1f	b3558738	8ddd6c822876fdda	1	2023-08-02 21:56:34
e73493b016ade9ef7f4b32b3f59d4648	010ad0d9	fe08aa1f	624e77cf	5963ceed5c22915d	1	2023-08-02 21:57:18
e73493b016ade9ef7f4b32b3f59d4648	010ad0d9	fe08aa1f	624e77cf	eca496f99e7329d2	1	2023-08-02 21:57:32
e73493b016ade9ef7f4b32b3f59d4648	010ad0d9	fe08aa1f	624e77cf	d48e333b828fa5ba	1	2023-08-02 21:58:08
ffb8344c391b91331b4bb387d4ba79e0	010ad0d9	222068c6	96135162	647b8d855c3e154c	0	2023-08-03 02:38:21
ffb8344c391b91331b4bb387d4ba79e0	010ad0d9	222068c6	aa9f5cfe	f62e535124f89f09	1	2023-08-03 02:39:46
ffb8344c391b91331b4bb387d4ba79e0	010ad0d9	222068c6	b57a9567	9ad433537d21e394	1	2023-08-03 02:45:11
ca5169f1bcd3254506521ca508c5e585	010ad0d9	222068c6	96135162	647b8d855c3e154c	1	2023-08-03 06:32:53
ca5169f1bcd3254506521ca508c5e585	010ad0d9	222068c6	aa9f5cfe	f62e535124f89f09	1	2023-08-03 06:33:50
a9b96bb87b3c0845fe35c87edbefce9a	010ad0d9	fe08aa1f	7f69e7f7	de604e9206098524	0	2023-08-03 11:29:16
9f529db45e90de979187a8b11f627d41	010ad0d9	fe08aa1f	7e03d109	4b3ff2e45c96448d	1	2023-08-03 13:06:21
9f529db45e90de979187a8b11f627d41	010ad0d9	fe08aa1f	1a4690c1	209043538b282955	0	2023-08-03 13:18:36
9f529db45e90de979187a8b11f627d41	010ad0d9	fe08aa1f	1a4690c1	dbb7bbbbfedd020e	1	2023-08-03 13:18:43
9f529db45e90de979187a8b11f627d41	010ad0d9	fe08aa1f	712809ed	a0245cdac02c4ab8	1	2023-08-03 13:24:55
9f529db45e90de979187a8b11f627d41	010ad0d9	fe08aa1f	712809ed	3693c1313544c184	1	2023-08-03 13:25:01
9f529db45e90de979187a8b11f627d41	010ad0d9	00224bde	e84a6b4f	fbe9d5daa8d9b1ec	1	2023-08-03 13:34:28
e6ff44e77cd6d5e2e4d2a243dabdf003	010ad0d9	fe08aa1f	4f288a30	e1ee5cf1723af521	0	2023-08-03 13:38:34
e6ff44e77cd6d5e2e4d2a243dabdf003	010ad0d9	fe08aa1f	4f288a30	019df84491c45de1	1	2023-08-03 13:38:54
e6ff44e77cd6d5e2e4d2a243dabdf003	010ad0d9	fe08aa1f	0ec00ec9	c5a29c83fa533a83	1	2023-08-03 13:54:06
e6ff44e77cd6d5e2e4d2a243dabdf003	010ad0d9	fe08aa1f	0ec00ec9	bb5d0ce17a300c7b	1	2023-08-03 13:54:18
e6ff44e77cd6d5e2e4d2a243dabdf003	010ad0d9	fe08aa1f	ef0fb657	c703ce130a83e110	1	2023-08-03 14:06:44
e73493b016ade9ef7f4b32b3f59d4648	010ad0d9	fe08aa1f	7e03d109	4b3ff2e45c96448d	0	2023-08-03 14:14:05
e6ff44e77cd6d5e2e4d2a243dabdf003	010ad0d9	fe08aa1f	b555c55d	690ad36cb58ec12b	0	2023-08-03 14:14:21
e73493b016ade9ef7f4b32b3f59d4648	010ad0d9	fe08aa1f	1a4690c1	209043538b282955	0	2023-08-03 14:27:37
e73493b016ade9ef7f4b32b3f59d4648	010ad0d9	fe08aa1f	1a4690c1	dbb7bbbbfedd020e	1	2023-08-03 14:27:52
e6ff44e77cd6d5e2e4d2a243dabdf003	010ad0d9	fe08aa1f	1d021ee9	78c146768867e125	1	2023-08-03 14:36:03
e73493b016ade9ef7f4b32b3f59d4648	010ad0d9	fe08aa1f	712809ed	a0245cdac02c4ab8	1	2023-08-03 14:37:41
e73493b016ade9ef7f4b32b3f59d4648	010ad0d9	fe08aa1f	712809ed	3693c1313544c184	1	2023-08-03 14:37:59
e6ff44e77cd6d5e2e4d2a243dabdf003	010ad0d9	fe08aa1f	b3558738	8ddd6c822876fdda	1	2023-08-03 14:59:03
e6ff44e77cd6d5e2e4d2a243dabdf003	010ad0d9	fe08aa1f	624e77cf	5963ceed5c22915d	1	2023-08-03 14:59:36
e6ff44e77cd6d5e2e4d2a243dabdf003	010ad0d9	fe08aa1f	624e77cf	eca496f99e7329d2	0	2023-08-03 14:59:45
e6ff44e77cd6d5e2e4d2a243dabdf003	010ad0d9	fe08aa1f	624e77cf	d48e333b828fa5ba	0	2023-08-03 15:00:44
e73493b016ade9ef7f4b32b3f59d4648	010ad0d9	00224bde	e84a6b4f	fbe9d5daa8d9b1ec	1	2023-08-03 15:03:40
e73493b016ade9ef7f4b32b3f59d4648	010ad0d9	00224bde	e869fd8e	95b92a0aa051df13	1	2023-08-03 15:11:21
e73493b016ade9ef7f4b32b3f59d4648	010ad0d9	00224bde	e869fd8e	767feb2d9e5af407	1	2023-08-03 15:11:28
e73493b016ade9ef7f4b32b3f59d4648	010ad0d9	00224bde	e869fd8e	ff7a9a3882389651	1	2023-08-03 15:11:35
e6ff44e77cd6d5e2e4d2a243dabdf003	010ad0d9	fe08aa1f	7e03d109	4b3ff2e45c96448d	0	2023-08-03 15:59:54
e6ff44e77cd6d5e2e4d2a243dabdf003	010ad0d9	fe08aa1f	1a4690c1	209043538b282955	1	2023-08-03 16:22:04
e6ff44e77cd6d5e2e4d2a243dabdf003	010ad0d9	fe08aa1f	1a4690c1	dbb7bbbbfedd020e	1	2023-08-03 16:22:36
e6ff44e77cd6d5e2e4d2a243dabdf003	010ad0d9	fe08aa1f	712809ed	a0245cdac02c4ab8	1	2023-08-03 16:32:45
e6ff44e77cd6d5e2e4d2a243dabdf003	010ad0d9	fe08aa1f	712809ed	3693c1313544c184	0	2023-08-03 16:32:56
a9b96bb87b3c0845fe35c87edbefce9a	010ad0d9	fe08aa1f	4f288a30	e1ee5cf1723af521	1	2023-08-03 17:32:14
a9b96bb87b3c0845fe35c87edbefce9a	010ad0d9	fe08aa1f	4f288a30	019df84491c45de1	1	2023-08-03 17:33:59
a9b96bb87b3c0845fe35c87edbefce9a	010ad0d9	fe08aa1f	0ec00ec9	c5a29c83fa533a83	1	2023-08-03 18:03:30
a9b96bb87b3c0845fe35c87edbefce9a	010ad0d9	fe08aa1f	0ec00ec9	bb5d0ce17a300c7b	1	2023-08-03 18:03:40
abe885443b90efb116f3aeec2dd8af50	010ad0d9	222068c6	96135162	647b8d855c3e154c	1	2023-08-04 04:27:21
abe885443b90efb116f3aeec2dd8af50	010ad0d9	222068c6	aa9f5cfe	f62e535124f89f09	1	2023-08-04 04:28:13
abe885443b90efb116f3aeec2dd8af50	010ad0d9	222068c6	b57a9567	9ad433537d21e394	1	2023-08-04 04:31:58
abe885443b90efb116f3aeec2dd8af50	010ad0d9	fe08aa1f	dc659849	17b6910b1d96b589	0	2023-08-04 04:33:07
abe885443b90efb116f3aeec2dd8af50	010ad0d9	fe08aa1f	dc659849	97272a41e2d70f49	1	2023-08-04 04:33:16
abe885443b90efb116f3aeec2dd8af50	010ad0d9	fe08aa1f	ae39f6e1	14bde8068ca76ab9	1	2023-08-04 04:33:30
abe885443b90efb116f3aeec2dd8af50	010ad0d9	fe08aa1f	7f69e7f7	de604e9206098524	1	2023-08-04 04:38:58
abe885443b90efb116f3aeec2dd8af50	010ad0d9	fe08aa1f	4f288a30	e1ee5cf1723af521	1	2023-08-04 04:39:21
abe885443b90efb116f3aeec2dd8af50	010ad0d9	fe08aa1f	4f288a30	019df84491c45de1	1	2023-08-04 04:39:34
abe885443b90efb116f3aeec2dd8af50	010ad0d9	fe08aa1f	0ec00ec9	c5a29c83fa533a83	1	2023-08-04 04:40:07
abe885443b90efb116f3aeec2dd8af50	010ad0d9	fe08aa1f	0ec00ec9	bb5d0ce17a300c7b	1	2023-08-04 04:40:13
abe885443b90efb116f3aeec2dd8af50	010ad0d9	fe08aa1f	ef0fb657	c703ce130a83e110	1	2023-08-04 04:40:47
abe885443b90efb116f3aeec2dd8af50	010ad0d9	fe08aa1f	b555c55d	690ad36cb58ec12b	1	2023-08-04 04:41:30
abe885443b90efb116f3aeec2dd8af50	010ad0d9	fe08aa1f	1d021ee9	78c146768867e125	1	2023-08-04 04:41:57
abe885443b90efb116f3aeec2dd8af50	010ad0d9	fe08aa1f	b3558738	8ddd6c822876fdda	1	2023-08-04 04:42:52
abe885443b90efb116f3aeec2dd8af50	010ad0d9	fe08aa1f	624e77cf	5963ceed5c22915d	1	2023-08-04 04:43:23
abe885443b90efb116f3aeec2dd8af50	010ad0d9	fe08aa1f	624e77cf	eca496f99e7329d2	1	2023-08-04 04:43:33
abe885443b90efb116f3aeec2dd8af50	010ad0d9	fe08aa1f	624e77cf	d48e333b828fa5ba	1	2023-08-04 04:43:52
abe885443b90efb116f3aeec2dd8af50	010ad0d9	fe08aa1f	7e03d109	4b3ff2e45c96448d	0	2023-08-04 04:48:15
abe885443b90efb116f3aeec2dd8af50	010ad0d9	fe08aa1f	1a4690c1	209043538b282955	0	2023-08-04 04:49:14
abe885443b90efb116f3aeec2dd8af50	010ad0d9	fe08aa1f	1a4690c1	dbb7bbbbfedd020e	0	2023-08-04 04:49:24
abe885443b90efb116f3aeec2dd8af50	010ad0d9	fe08aa1f	712809ed	a0245cdac02c4ab8	1	2023-08-04 04:49:58
abe885443b90efb116f3aeec2dd8af50	010ad0d9	fe08aa1f	712809ed	3693c1313544c184	1	2023-08-04 04:50:06
e73493b016ade9ef7f4b32b3f59d4648	010ad0d9	00224bde	3da606ad	ac1988319825b350	1	2023-08-04 10:39:16
e73493b016ade9ef7f4b32b3f59d4648	010ad0d9	00224bde	f0f77797	e32ba4056bf81378	1	2023-08-04 10:41:32
e73493b016ade9ef7f4b32b3f59d4648	010ad0d9	00224bde	99d41d01	6920c2454da76688	1	2023-08-04 10:57:21
e73493b016ade9ef7f4b32b3f59d4648	010ad0d9	00224bde	d298d6e2	befa0b48a3f07e13	0	2023-08-04 11:08:00
e73493b016ade9ef7f4b32b3f59d4648	010ad0d9	00224bde	1e6fe4c6	67a6ef5758d1ca8a	1	2023-08-04 11:16:29
e73493b016ade9ef7f4b32b3f59d4648	010ad0d9	00224bde	769b1d85	97fa460a7d8392a9	1	2023-08-04 11:24:50
e73493b016ade9ef7f4b32b3f59d4648	010ad0d9	4e22c756	8db7e07a	72b86a4d93c2820b	1	2023-08-04 11:36:14
e73493b016ade9ef7f4b32b3f59d4648	010ad0d9	4e22c756	7b05247e	44d064f342ee2f4d	1	2023-08-04 11:41:56
e73493b016ade9ef7f4b32b3f59d4648	010ad0d9	4e22c756	c744aa67	2c827dc2e2cbb04d	1	2023-08-04 11:57:33
e73493b016ade9ef7f4b32b3f59d4648	010ad0d9	4e22c756	c744aa67	75565ad44340b437	1	2023-08-04 11:57:43
e73493b016ade9ef7f4b32b3f59d4648	010ad0d9	4e22c756	c744aa67	047d6a87c9339916	1	2023-08-04 11:57:46
e73493b016ade9ef7f4b32b3f59d4648	010ad0d9	4e22c756	bf702caa	41eb711196ef5e66	1	2023-08-04 12:07:26
e73493b016ade9ef7f4b32b3f59d4648	010ad0d9	4e22c756	59394718	7d87c1bbd8f1361f	1	2023-08-04 12:09:38
911efc13d74034583b79190e8587218b	010ad0d9	222068c6	96135162	647b8d855c3e154c	1	2023-08-04 12:15:33
911efc13d74034583b79190e8587218b	010ad0d9	222068c6	aa9f5cfe	f62e535124f89f09	0	2023-08-04 12:15:55
911efc13d74034583b79190e8587218b	010ad0d9	222068c6	b57a9567	9ad433537d21e394	1	2023-08-04 12:16:23
e73493b016ade9ef7f4b32b3f59d4648	010ad0d9	4e22c756	bcfd3045	4b4f6a2424b2f431	1	2023-08-04 15:14:58
e73493b016ade9ef7f4b32b3f59d4648	010ad0d9	4e22c756	bcfd3045	e3674021dfdc8806	1	2023-08-04 15:15:09
e73493b016ade9ef7f4b32b3f59d4648	010ad0d9	4e22c756	a66a0fbb	a265c06098f630fb	1	2023-08-04 15:20:12
e73493b016ade9ef7f4b32b3f59d4648	010ad0d9	4e22c756	a66a0fbb	43f464b92996aa28	1	2023-08-04 15:20:26
e73493b016ade9ef7f4b32b3f59d4648	010ad0d9	4e22c756	a0ea3dd0	b98f51d43dd78760	1	2023-08-04 15:27:29
e73493b016ade9ef7f4b32b3f59d4648	010ad0d9	4e22c756	a0ea3dd0	e8b2f2f00c045e1c	1	2023-08-04 15:27:43
7ff0773baf7c6cd36d170e638c2a8660	010ad0d9	222068c6	96135162	647b8d855c3e154c	0	2023-08-04 16:32:20
e73493b016ade9ef7f4b32b3f59d4648	010ad0d9	4e22c756	cf7a7182	e9bd3e3600bcb62b	1	2023-08-04 17:55:24
e6ff44e77cd6d5e2e4d2a243dabdf003	010ad0d9	00224bde	e84a6b4f	fbe9d5daa8d9b1ec	1	2023-08-04 20:46:57
e6ff44e77cd6d5e2e4d2a243dabdf003	010ad0d9	00224bde	e869fd8e	95b92a0aa051df13	1	2023-08-04 20:53:33
e6ff44e77cd6d5e2e4d2a243dabdf003	010ad0d9	00224bde	e869fd8e	767feb2d9e5af407	1	2023-08-04 20:53:47
e6ff44e77cd6d5e2e4d2a243dabdf003	010ad0d9	00224bde	e869fd8e	ff7a9a3882389651	1	2023-08-04 20:53:52
e6ff44e77cd6d5e2e4d2a243dabdf003	010ad0d9	00224bde	3da606ad	ac1988319825b350	1	2023-08-04 20:57:22
e6ff44e77cd6d5e2e4d2a243dabdf003	010ad0d9	00224bde	f0f77797	e32ba4056bf81378	0	2023-08-04 21:01:01
e6ff44e77cd6d5e2e4d2a243dabdf003	010ad0d9	00224bde	99d41d01	6920c2454da76688	1	2023-08-04 21:09:35
e6ff44e77cd6d5e2e4d2a243dabdf003	010ad0d9	00224bde	d298d6e2	befa0b48a3f07e13	0	2023-08-04 21:32:56
e6ff44e77cd6d5e2e4d2a243dabdf003	010ad0d9	00224bde	1e6fe4c6	67a6ef5758d1ca8a	1	2023-08-04 21:52:06
e6ff44e77cd6d5e2e4d2a243dabdf003	010ad0d9	00224bde	769b1d85	97fa460a7d8392a9	1	2023-08-04 21:58:02
e6ff44e77cd6d5e2e4d2a243dabdf003	010ad0d9	4e22c756	8db7e07a	72b86a4d93c2820b	1	2023-08-04 22:05:58
e6ff44e77cd6d5e2e4d2a243dabdf003	010ad0d9	4e22c756	7b05247e	44d064f342ee2f4d	1	2023-08-04 22:20:07
e6ff44e77cd6d5e2e4d2a243dabdf003	010ad0d9	4e22c756	c744aa67	2c827dc2e2cbb04d	1	2023-08-04 22:46:08
e6ff44e77cd6d5e2e4d2a243dabdf003	010ad0d9	4e22c756	c744aa67	75565ad44340b437	1	2023-08-04 22:46:17
e6ff44e77cd6d5e2e4d2a243dabdf003	010ad0d9	4e22c756	c744aa67	047d6a87c9339916	0	2023-08-04 22:46:21
e6ff44e77cd6d5e2e4d2a243dabdf003	010ad0d9	4e22c756	bf702caa	41eb711196ef5e66	1	2023-08-04 22:50:25
e6ff44e77cd6d5e2e4d2a243dabdf003	010ad0d9	4e22c756	59394718	7d87c1bbd8f1361f	1	2023-08-04 22:52:18
e6ff44e77cd6d5e2e4d2a243dabdf003	010ad0d9	4e22c756	bcfd3045	4b4f6a2424b2f431	0	2023-08-04 22:59:12
e6ff44e77cd6d5e2e4d2a243dabdf003	010ad0d9	4e22c756	bcfd3045	e3674021dfdc8806	1	2023-08-04 22:59:26
e6ff44e77cd6d5e2e4d2a243dabdf003	010ad0d9	4e22c756	a66a0fbb	a265c06098f630fb	1	2023-08-04 23:09:37
e6ff44e77cd6d5e2e4d2a243dabdf003	010ad0d9	4e22c756	a66a0fbb	43f464b92996aa28	1	2023-08-04 23:09:43
e6ff44e77cd6d5e2e4d2a243dabdf003	010ad0d9	4e22c756	a0ea3dd0	b98f51d43dd78760	1	2023-08-04 23:18:28
e6ff44e77cd6d5e2e4d2a243dabdf003	010ad0d9	4e22c756	a0ea3dd0	e8b2f2f00c045e1c	1	2023-08-04 23:18:37
e6ff44e77cd6d5e2e4d2a243dabdf003	010ad0d9	4e22c756	cf7a7182	e9bd3e3600bcb62b	1	2023-08-04 23:41:21
e6ff44e77cd6d5e2e4d2a243dabdf003	010ad0d9	4e22c756	246cb4b0	afc0117875b5b099	1	2023-08-04 23:47:28
e6ff44e77cd6d5e2e4d2a243dabdf003	010ad0d9	4e22c756	8a8adc3f	ed641bb5c381a5f2	1	2023-08-04 23:56:05
e6ff44e77cd6d5e2e4d2a243dabdf003	010ad0d9	4e22c756	00f08aad	2fd0fad5305b1bbe	1	2023-08-05 00:03:10
e6ff44e77cd6d5e2e4d2a243dabdf003	010ad0d9	b56d111e	894d0a25	6b8545b5b0086bf8	0	2023-08-05 14:20:21
e6ff44e77cd6d5e2e4d2a243dabdf003	010ad0d9	b56d111e	894d0a25	6b8545b5b0086bf8	1	2023-08-05 14:20:45
e6ff44e77cd6d5e2e4d2a243dabdf003	010ad0d9	b56d111e	7c41e072	67e3272b9bf1e589	1	2023-08-05 14:21:21
e6ff44e77cd6d5e2e4d2a243dabdf003	010ad0d9	b56d111e	7c41e072	bdc3d0c7ca8ead86	0	2023-08-05 14:22:26
e6ff44e77cd6d5e2e4d2a243dabdf003	010ad0d9	b56d111e	7c41e072	bdc3d0c7ca8ead86	0	2023-08-05 14:22:43
e6ff44e77cd6d5e2e4d2a243dabdf003	010ad0d9	b56d111e	7c41e072	bdc3d0c7ca8ead86	1	2023-08-05 14:25:01
e6ff44e77cd6d5e2e4d2a243dabdf003	010ad0d9	b56d111e	c6203b77	471fdaf474568e6a	1	2023-08-05 14:26:58
e6ff44e77cd6d5e2e4d2a243dabdf003	010ad0d9	b56d111e	c6203b77	8230e3e0f0d5ea2c	1	2023-08-05 14:29:28
e6ff44e77cd6d5e2e4d2a243dabdf003	010ad0d9	b56d111e	c6203b77	852bd6e52dc70fa2	1	2023-08-05 14:30:53
e6ff44e77cd6d5e2e4d2a243dabdf003	010ad0d9	b56d111e	ee4d02ef	1494f305ec9b203e	1	2023-08-05 14:32:20
e6ff44e77cd6d5e2e4d2a243dabdf003	010ad0d9	b56d111e	ee4d02ef	1f7fde302b1817e6	1	2023-08-05 14:32:51
e6ff44e77cd6d5e2e4d2a243dabdf003	010ad0d9	b56d111e	90a9a1c1	c88abcfcda11f111	1	2023-08-05 14:33:11
e6ff44e77cd6d5e2e4d2a243dabdf003	010ad0d9	b56d111e	90a9a1c1	dd3ef754f4dde0fb	1	2023-08-05 14:33:49
e6ff44e77cd6d5e2e4d2a243dabdf003	010ad0d9	b56d111e	90a9a1c1	584c84950890e79e	0	2023-08-05 14:34:09
e6ff44e77cd6d5e2e4d2a243dabdf003	010ad0d9	b56d111e	94e1d318	dfb39b777d304cd6	0	2023-08-05 14:37:15
e6ff44e77cd6d5e2e4d2a243dabdf003	010ad0d9	b56d111e	94e1d318	dfb39b777d304cd6	0	2023-08-05 14:37:34
e6ff44e77cd6d5e2e4d2a243dabdf003	010ad0d9	b56d111e	94e1d318	dfb39b777d304cd6	0	2023-08-05 14:37:46
e6ff44e77cd6d5e2e4d2a243dabdf003	010ad0d9	b56d111e	94e1d318	dfb39b777d304cd6	0	2023-08-05 14:37:56
e6ff44e77cd6d5e2e4d2a243dabdf003	010ad0d9	b56d111e	94e1d318	dfb39b777d304cd6	0	2023-08-05 14:38:12
e6ff44e77cd6d5e2e4d2a243dabdf003	010ad0d9	b56d111e	94e1d318	dfb39b777d304cd6	0	2023-08-05 14:39:15
e6ff44e77cd6d5e2e4d2a243dabdf003	010ad0d9	b56d111e	94e1d318	dfb39b777d304cd6	0	2023-08-05 14:39:37
e6ff44e77cd6d5e2e4d2a243dabdf003	010ad0d9	b56d111e	94e1d318	dfb39b777d304cd6	0	2023-08-05 14:40:27
e6ff44e77cd6d5e2e4d2a243dabdf003	010ad0d9	b56d111e	94e1d318	dfb39b777d304cd6	0	2023-08-05 14:40:53
e6ff44e77cd6d5e2e4d2a243dabdf003	010ad0d9	b56d111e	94e1d318	dfb39b777d304cd6	0	2023-08-05 14:41:07
e6ff44e77cd6d5e2e4d2a243dabdf003	010ad0d9	b56d111e	94e1d318	dfb39b777d304cd6	0	2023-08-05 14:41:18
e6ff44e77cd6d5e2e4d2a243dabdf003	010ad0d9	b56d111e	94e1d318	dfb39b777d304cd6	0	2023-08-05 14:41:28
