student_id	course_id	topic_id	lesson_id	task_id	is_correct
2fa5cfd1571e1e8e76150c244184d0bd	50a9e052	48b34158	7655fd0f	7b7b25a72ac7583f	1
2fa5cfd1571e1e8e76150c244184d0bd	50a9e052	48b34158	7655fd0f	2d4ae0e86fc03f28	1
2fa5cfd1571e1e8e76150c244184d0bd	50a9e052	48b34158	7655fd0f	3de03c0cdee6797a	0
2fa5cfd1571e1e8e76150c244184d0bd	50a9e052	48b34158	7655fd0f	69f563ed224a6bd1	1
2fa5cfd1571e1e8e76150c244184d0bd	50a9e052	48b34158	7655fd0f	fd52372a57942013	1
2fa5cfd1571e1e8e76150c244184d0bd	50a9e052	48b34158	7655fd0f	7073d82ffccfed7c	1
2fa5cfd1571e1e8e76150c244184d0bd	50a9e052	48b34158	38225683	92045b41913daa2c	1
2fa5cfd1571e1e8e76150c244184d0bd	50a9e052	48b34158	38225683	2a00082388c0ed2c	1
2fa5cfd1571e1e8e76150c244184d0bd	50a9e052	48b34158	38225683	6e39a220f8aa2cec	1
2fa5cfd1571e1e8e76150c244184d0bd	50a9e052	48b34158	b067bc7b	b246e523bd9a18d6	1
2fa5cfd1571e1e8e76150c244184d0bd	50a9e052	48b34158	b067bc7b	d8900e3cc193b640	1
2fa5cfd1571e1e8e76150c244184d0bd	50a9e052	48b34158	1b52f7c5	c54c28f789e2a0d2	1
2fa5cfd1571e1e8e76150c244184d0bd	50a9e052	48b34158	b7e0043d	9ddd4af89215b231	1
2fa5cfd1571e1e8e76150c244184d0bd	50a9e052	48b34158	b7e0043d	70e1de0674e336ba	1
2fa5cfd1571e1e8e76150c244184d0bd	50a9e052	48b34158	b7e0043d	c602a836d583e3f6	1
2fa5cfd1571e1e8e76150c244184d0bd	50a9e052	48b34158	69e57989	bcd2653d56cbc2c1	1
2fa5cfd1571e1e8e76150c244184d0bd	50a9e052	48b34158	69e57989	7a36c45988618eb3	1
2fa5cfd1571e1e8e76150c244184d0bd	50a9e052	48b34158	69e57989	fb33be61dfde9f6a	1
2fa5cfd1571e1e8e76150c244184d0bd	50a9e052	51810ac7	8869c39a	bd691b9501d6c8d1	1
2fa5cfd1571e1e8e76150c244184d0bd	50a9e052	51810ac7	a9eaef6e	59dd353dd7b624c0	0
2fa5cfd1571e1e8e76150c244184d0bd	50a9e052	51810ac7	a9eaef6e	763cf2a8d9b31bf7	1
2fa5cfd1571e1e8e76150c244184d0bd	50a9e052	51810ac7	d18ab4e6	6837ca5ade7556be	1
2fa5cfd1571e1e8e76150c244184d0bd	50a9e052	51810ac7	d18ab4e6	500272bc99a91c72	1
2fa5cfd1571e1e8e76150c244184d0bd	50a9e052	51810ac7	d18ab4e6	9c82b8a75257e834	1
2fa5cfd1571e1e8e76150c244184d0bd	50a9e052	51810ac7	7aa025ab	d4257cf9e3fe4036	1
2fa5cfd1571e1e8e76150c244184d0bd	50a9e052	51810ac7	d5bad333	d5a16a3fd3b9c626	1
2fa5cfd1571e1e8e76150c244184d0bd	50a9e052	51810ac7	d5bad333	44251ab988aaac37	1
2fa5cfd1571e1e8e76150c244184d0bd	50a9e052	51810ac7	d5bad333	12fa2f2e69b9c183	1
2fa5cfd1571e1e8e76150c244184d0bd	50a9e052	51810ac7	f79394a0	e66308fce62a1288	1
2fa5cfd1571e1e8e76150c244184d0bd	50a9e052	51810ac7	f79394a0	3669e92368c47efe	1
2fa5cfd1571e1e8e76150c244184d0bd	50a9e052	6c422d47	63005672	17f76ea779e9eca0	1
2fa5cfd1571e1e8e76150c244184d0bd	50a9e052	6c422d47	63005672	8bd46c835f8ae762	1
2fa5cfd1571e1e8e76150c244184d0bd	50a9e052	6c422d47	63005672	1bff2fe1ed96e3f4	1
2fa5cfd1571e1e8e76150c244184d0bd	50a9e052	6c422d47	63005672	7e56aff2c9c8f27a	1
2fa5cfd1571e1e8e76150c244184d0bd	50a9e052	6c422d47	63005672	0c69fc00614ae090	1
2fa5cfd1571e1e8e76150c244184d0bd	50a9e052	6c422d47	63005672	40df9b7a3f9b112f	1
2fa5cfd1571e1e8e76150c244184d0bd	50a9e052	6c422d47	63005672	6bc9458a921a1444	0
2fa5cfd1571e1e8e76150c244184d0bd	50a9e052	6c422d47	f4cde75b	1068c74162eb1fea	1
2fa5cfd1571e1e8e76150c244184d0bd	50a9e052	6c422d47	f4cde75b	b1372878aa5a82cf	1
2fa5cfd1571e1e8e76150c244184d0bd	50a9e052	6c422d47	f4cde75b	37ddb2f18db90001	1
2fa5cfd1571e1e8e76150c244184d0bd	50a9e052	6c422d47	f4cde75b	0a094c212d8f54e4	1
2fa5cfd1571e1e8e76150c244184d0bd	50a9e052	6c422d47	f4cde75b	c5d6d1bfadf6f255	1
2fa5cfd1571e1e8e76150c244184d0bd	50a9e052	6c422d47	16262edc	e5d881fd7f508dcc	1
2fa5cfd1571e1e8e76150c244184d0bd	50a9e052	6c422d47	16262edc	812165078e1a373a	0
2fa5cfd1571e1e8e76150c244184d0bd	50a9e052	6c422d47	16262edc	df6cc50a616cdcd1	0
2fa5cfd1571e1e8e76150c244184d0bd	50a9e052	6c422d47	16262edc	6a2efa12e6158eb4	0
2fa5cfd1571e1e8e76150c244184d0bd	50a9e052	6c422d47	16262edc	7666f1ce01d0b8fb	1
2fa5cfd1571e1e8e76150c244184d0bd	50a9e052	6c422d47	16262edc	2a287bea82b976ae	0
2fa5cfd1571e1e8e76150c244184d0bd	50a9e052	6c422d47	16262edc	999b0c871c6fc5b0	1
2fa5cfd1571e1e8e76150c244184d0bd	50a9e052	6c422d47	16262edc	6c0ea3e7b4e0f2e4	1
2fa5cfd1571e1e8e76150c244184d0bd	50a9e052	6c422d47	16262edc	610a668645936fd4	1
2fa5cfd1571e1e8e76150c244184d0bd	50a9e052	6c422d47	16262edc	01241fb26c9262ac	1
2fa5cfd1571e1e8e76150c244184d0bd	50a9e052	6c422d47	16262edc	2cdf4bce978f3b9f	1
2fa5cfd1571e1e8e76150c244184d0bd	50a9e052	6c422d47	16262edc	2cfe8721d7285c7b	1
2fa5cfd1571e1e8e76150c244184d0bd	50a9e052	6c422d47	16262edc	49926ae56cb2f90c	1
2fa5cfd1571e1e8e76150c244184d0bd	50a9e052	6c422d47	16262edc	7c0c22ffeac14136	1
2fa5cfd1571e1e8e76150c244184d0bd	50a9e052	6c422d47	16262edc	3630e0d64a032c30	1
2fa5cfd1571e1e8e76150c244184d0bd	50a9e052	6c422d47	16262edc	4f040c5e02f60391	1
d7819f67384ab552a3b82121200887b8	50a9e052	48b34158	69e57989	bcd2653d56cbc2c1	1
d7819f67384ab552a3b82121200887b8	50a9e052	48b34158	69e57989	7a36c45988618eb3	1
d7819f67384ab552a3b82121200887b8	50a9e052	48b34158	69e57989	fb33be61dfde9f6a	1
d7819f67384ab552a3b82121200887b8	50a9e052	51810ac7	8869c39a	bd691b9501d6c8d1	1
d7819f67384ab552a3b82121200887b8	50a9e052	51810ac7	a9eaef6e	59dd353dd7b624c0	0
d7819f67384ab552a3b82121200887b8	50a9e052	51810ac7	a9eaef6e	763cf2a8d9b31bf7	1
d7819f67384ab552a3b82121200887b8	50a9e052	51810ac7	d18ab4e6	6837ca5ade7556be	1
d7819f67384ab552a3b82121200887b8	50a9e052	51810ac7	d18ab4e6	500272bc99a91c72	1
d7819f67384ab552a3b82121200887b8	50a9e052	51810ac7	d18ab4e6	9c82b8a75257e834	0
d9d502b96376df4a439e3260d3c7c33c	50a9e052	48b34158	09544a3d	bc80d975dd59f5c8	1
d9d502b96376df4a439e3260d3c7c33c	50a9e052	48b34158	09544a3d	6e112cd18cd9e6f5	1
d9d502b96376df4a439e3260d3c7c33c	50a9e052	48b34158	9d2c23fd	ae78aaf9a6063d9e	0
d9d502b96376df4a439e3260d3c7c33c	50a9e052	48b34158	9d2c23fd	8a5886b02b23d12f	1
d9d502b96376df4a439e3260d3c7c33c	50a9e052	48b34158	9d2c23fd	7c92b0f06dbc16ad	1
d9d502b96376df4a439e3260d3c7c33c	50a9e052	48b34158	6415113d	3f9e36c34e17e4ec	0
d9d502b96376df4a439e3260d3c7c33c	50a9e052	48b34158	6415113d	11ee9c47a3bfdefe	1
d9d502b96376df4a439e3260d3c7c33c	50a9e052	48b34158	6415113d	f405f6013094ddff	1
d9d502b96376df4a439e3260d3c7c33c	50a9e052	48b34158	7eeeea33	e17efafd8c94a73a	1
d9d502b96376df4a439e3260d3c7c33c	50a9e052	48b34158	7eeeea33	8d544d9186afcc8a	0
d9d502b96376df4a439e3260d3c7c33c	50a9e052	48b34158	7eeeea33	321bbcbc43afd2e2	0
d9d502b96376df4a439e3260d3c7c33c	50a9e052	48b34158	7eeeea33	fe6fa431acf7bc7f	1
d9d502b96376df4a439e3260d3c7c33c	50a9e052	48b34158	7eeeea33	5e9373fe947b881d	1
d9d502b96376df4a439e3260d3c7c33c	50a9e052	48b34158	7eeeea33	23a62d94529dae60	1
6aeac4818e6f53f145ac6ec9241f1613	50a9e052	9f44ae60	3ada2f9f	d596380e58edaf48	1
6aeac4818e6f53f145ac6ec9241f1613	50a9e052	9f44ae60	3ada2f9f	205232a29ee3585f	1
6aeac4818e6f53f145ac6ec9241f1613	50a9e052	9f44ae60	3ada2f9f	a8597dc43bcc0e83	0
6aeac4818e6f53f145ac6ec9241f1613	50a9e052	9f44ae60	d59bafc3	7713445fd963da0d	1
6aeac4818e6f53f145ac6ec9241f1613	50a9e052	9f44ae60	d59bafc3	9cf4b9615e066f3a	1
6aeac4818e6f53f145ac6ec9241f1613	50a9e052	48b34158	09544a3d	bc80d975dd59f5c8	1
d9d502b96376df4a439e3260d3c7c33c	50a9e052	48b34158	7655fd0f	7b7b25a72ac7583f	1
6aeac4818e6f53f145ac6ec9241f1613	50a9e052	48b34158	09544a3d	6e112cd18cd9e6f5	1
d9d502b96376df4a439e3260d3c7c33c	50a9e052	48b34158	7655fd0f	2d4ae0e86fc03f28	1
d9d502b96376df4a439e3260d3c7c33c	50a9e052	48b34158	7655fd0f	3de03c0cdee6797a	1
d9d502b96376df4a439e3260d3c7c33c	50a9e052	48b34158	7655fd0f	69f563ed224a6bd1	0
d9d502b96376df4a439e3260d3c7c33c	50a9e052	48b34158	7655fd0f	fd52372a57942013	1
6aeac4818e6f53f145ac6ec9241f1613	50a9e052	48b34158	9d2c23fd	ae78aaf9a6063d9e	0
d9d502b96376df4a439e3260d3c7c33c	50a9e052	48b34158	7655fd0f	7073d82ffccfed7c	1
6aeac4818e6f53f145ac6ec9241f1613	50a9e052	48b34158	9d2c23fd	8a5886b02b23d12f	1
6aeac4818e6f53f145ac6ec9241f1613	50a9e052	48b34158	9d2c23fd	7c92b0f06dbc16ad	1
6aeac4818e6f53f145ac6ec9241f1613	50a9e052	48b34158	6415113d	3f9e36c34e17e4ec	0
6aeac4818e6f53f145ac6ec9241f1613	50a9e052	48b34158	6415113d	11ee9c47a3bfdefe	0
6aeac4818e6f53f145ac6ec9241f1613	50a9e052	48b34158	6415113d	f405f6013094ddff	0
6aeac4818e6f53f145ac6ec9241f1613	50a9e052	48b34158	7eeeea33	e17efafd8c94a73a	1
6aeac4818e6f53f145ac6ec9241f1613	50a9e052	48b34158	7eeeea33	8d544d9186afcc8a	0
6aeac4818e6f53f145ac6ec9241f1613	50a9e052	48b34158	7eeeea33	321bbcbc43afd2e2	0
6aeac4818e6f53f145ac6ec9241f1613	50a9e052	48b34158	7eeeea33	fe6fa431acf7bc7f	1
6aeac4818e6f53f145ac6ec9241f1613	50a9e052	48b34158	7eeeea33	5e9373fe947b881d	1
6aeac4818e6f53f145ac6ec9241f1613	50a9e052	48b34158	7eeeea33	23a62d94529dae60	0
6aeac4818e6f53f145ac6ec9241f1613	50a9e052	48b34158	7655fd0f	7b7b25a72ac7583f	0
6aeac4818e6f53f145ac6ec9241f1613	50a9e052	48b34158	7655fd0f	2d4ae0e86fc03f28	0
6aeac4818e6f53f145ac6ec9241f1613	50a9e052	48b34158	7655fd0f	3de03c0cdee6797a	1
6aeac4818e6f53f145ac6ec9241f1613	50a9e052	48b34158	7655fd0f	69f563ed224a6bd1	1
6aeac4818e6f53f145ac6ec9241f1613	50a9e052	48b34158	7655fd0f	fd52372a57942013	1
6aeac4818e6f53f145ac6ec9241f1613	50a9e052	48b34158	7655fd0f	7073d82ffccfed7c	1
6aeac4818e6f53f145ac6ec9241f1613	50a9e052	48b34158	38225683	92045b41913daa2c	1
6aeac4818e6f53f145ac6ec9241f1613	50a9e052	48b34158	38225683	2a00082388c0ed2c	1
6aeac4818e6f53f145ac6ec9241f1613	50a9e052	48b34158	38225683	6e39a220f8aa2cec	1
6aeac4818e6f53f145ac6ec9241f1613	50a9e052	48b34158	b067bc7b	b246e523bd9a18d6	1
6aeac4818e6f53f145ac6ec9241f1613	50a9e052	48b34158	b067bc7b	d8900e3cc193b640	1
6aeac4818e6f53f145ac6ec9241f1613	50a9e052	48b34158	1b52f7c5	c54c28f789e2a0d2	1
6aeac4818e6f53f145ac6ec9241f1613	50a9e052	48b34158	b7e0043d	9ddd4af89215b231	1
6aeac4818e6f53f145ac6ec9241f1613	50a9e052	48b34158	b7e0043d	70e1de0674e336ba	1
6aeac4818e6f53f145ac6ec9241f1613	50a9e052	48b34158	b7e0043d	c602a836d583e3f6	1
6aeac4818e6f53f145ac6ec9241f1613	50a9e052	48b34158	69e57989	bcd2653d56cbc2c1	1
6aeac4818e6f53f145ac6ec9241f1613	50a9e052	48b34158	69e57989	7a36c45988618eb3	1
6aeac4818e6f53f145ac6ec9241f1613	50a9e052	48b34158	69e57989	fb33be61dfde9f6a	1
6aeac4818e6f53f145ac6ec9241f1613	50a9e052	51810ac7	8869c39a	bd691b9501d6c8d1	1
6aeac4818e6f53f145ac6ec9241f1613	50a9e052	51810ac7	a9eaef6e	59dd353dd7b624c0	0
6aeac4818e6f53f145ac6ec9241f1613	50a9e052	51810ac7	a9eaef6e	763cf2a8d9b31bf7	0
6aeac4818e6f53f145ac6ec9241f1613	50a9e052	51810ac7	d18ab4e6	6837ca5ade7556be	1
6aeac4818e6f53f145ac6ec9241f1613	50a9e052	51810ac7	d18ab4e6	500272bc99a91c72	1
6aeac4818e6f53f145ac6ec9241f1613	50a9e052	51810ac7	d18ab4e6	9c82b8a75257e834	1
6aeac4818e6f53f145ac6ec9241f1613	50a9e052	51810ac7	7aa025ab	d4257cf9e3fe4036	1
6aeac4818e6f53f145ac6ec9241f1613	50a9e052	51810ac7	d5bad333	d5a16a3fd3b9c626	1
6aeac4818e6f53f145ac6ec9241f1613	50a9e052	51810ac7	d5bad333	44251ab988aaac37	0
6aeac4818e6f53f145ac6ec9241f1613	50a9e052	51810ac7	d5bad333	12fa2f2e69b9c183	1
6aeac4818e6f53f145ac6ec9241f1613	50a9e052	51810ac7	f79394a0	e66308fce62a1288	1
6aeac4818e6f53f145ac6ec9241f1613	50a9e052	51810ac7	f79394a0	3669e92368c47efe	1
6aeac4818e6f53f145ac6ec9241f1613	50a9e052	6c422d47	63005672	17f76ea779e9eca0	1
6aeac4818e6f53f145ac6ec9241f1613	50a9e052	6c422d47	63005672	8bd46c835f8ae762	0
6aeac4818e6f53f145ac6ec9241f1613	50a9e052	6c422d47	63005672	1bff2fe1ed96e3f4	0
6aeac4818e6f53f145ac6ec9241f1613	50a9e052	6c422d47	63005672	7e56aff2c9c8f27a	0
6aeac4818e6f53f145ac6ec9241f1613	50a9e052	6c422d47	63005672	0c69fc00614ae090	0
6aeac4818e6f53f145ac6ec9241f1613	50a9e052	6c422d47	63005672	40df9b7a3f9b112f	1
6aeac4818e6f53f145ac6ec9241f1613	50a9e052	6c422d47	63005672	6bc9458a921a1444	0
6aeac4818e6f53f145ac6ec9241f1613	50a9e052	6c422d47	f4cde75b	1068c74162eb1fea	1
6aeac4818e6f53f145ac6ec9241f1613	50a9e052	6c422d47	f4cde75b	b1372878aa5a82cf	1
6aeac4818e6f53f145ac6ec9241f1613	50a9e052	6c422d47	f4cde75b	37ddb2f18db90001	1
6aeac4818e6f53f145ac6ec9241f1613	50a9e052	6c422d47	f4cde75b	0a094c212d8f54e4	1
6aeac4818e6f53f145ac6ec9241f1613	50a9e052	6c422d47	f4cde75b	c5d6d1bfadf6f255	1
6aeac4818e6f53f145ac6ec9241f1613	50a9e052	6c422d47	16262edc	e5d881fd7f508dcc	1
6aeac4818e6f53f145ac6ec9241f1613	50a9e052	6c422d47	16262edc	812165078e1a373a	1
6aeac4818e6f53f145ac6ec9241f1613	50a9e052	6c422d47	16262edc	df6cc50a616cdcd1	1
6aeac4818e6f53f145ac6ec9241f1613	50a9e052	6c422d47	16262edc	6a2efa12e6158eb4	1
6aeac4818e6f53f145ac6ec9241f1613	50a9e052	6c422d47	16262edc	7666f1ce01d0b8fb	0
6aeac4818e6f53f145ac6ec9241f1613	50a9e052	6c422d47	16262edc	2a287bea82b976ae	0
6aeac4818e6f53f145ac6ec9241f1613	50a9e052	6c422d47	16262edc	999b0c871c6fc5b0	1
6aeac4818e6f53f145ac6ec9241f1613	50a9e052	6c422d47	16262edc	6c0ea3e7b4e0f2e4	1
6aeac4818e6f53f145ac6ec9241f1613	50a9e052	6c422d47	16262edc	610a668645936fd4	1
6aeac4818e6f53f145ac6ec9241f1613	50a9e052	6c422d47	16262edc	01241fb26c9262ac	1
6aeac4818e6f53f145ac6ec9241f1613	50a9e052	6c422d47	16262edc	2cdf4bce978f3b9f	1
6aeac4818e6f53f145ac6ec9241f1613	50a9e052	6c422d47	16262edc	2cfe8721d7285c7b	1
6aeac4818e6f53f145ac6ec9241f1613	50a9e052	6c422d47	16262edc	49926ae56cb2f90c	1
d9d502b96376df4a439e3260d3c7c33c	50a9e052	48b34158	38225683	92045b41913daa2c	1
6aeac4818e6f53f145ac6ec9241f1613	50a9e052	6c422d47	16262edc	7c0c22ffeac14136	0
6aeac4818e6f53f145ac6ec9241f1613	50a9e052	6c422d47	16262edc	3630e0d64a032c30	1
6aeac4818e6f53f145ac6ec9241f1613	50a9e052	6c422d47	16262edc	4f040c5e02f60391	1
d9d502b96376df4a439e3260d3c7c33c	50a9e052	48b34158	38225683	2a00082388c0ed2c	0
d9d502b96376df4a439e3260d3c7c33c	50a9e052	48b34158	38225683	6e39a220f8aa2cec	1
d9d502b96376df4a439e3260d3c7c33c	50a9e052	48b34158	b067bc7b	b246e523bd9a18d6	1
d9d502b96376df4a439e3260d3c7c33c	50a9e052	48b34158	b067bc7b	d8900e3cc193b640	1
d7819f67384ab552a3b82121200887b8	50a9e052	51810ac7	7aa025ab	d4257cf9e3fe4036	1
d7819f67384ab552a3b82121200887b8	50a9e052	51810ac7	d5bad333	d5a16a3fd3b9c626	1
d7819f67384ab552a3b82121200887b8	50a9e052	51810ac7	d5bad333	44251ab988aaac37	1
d7819f67384ab552a3b82121200887b8	50a9e052	51810ac7	d5bad333	12fa2f2e69b9c183	0
d7819f67384ab552a3b82121200887b8	50a9e052	51810ac7	f79394a0	e66308fce62a1288	1
d7819f67384ab552a3b82121200887b8	50a9e052	51810ac7	f79394a0	3669e92368c47efe	1
badeaacf3c185b26267426c2c7423cc9	50a9e052	9f44ae60	3ada2f9f	d596380e58edaf48	1
badeaacf3c185b26267426c2c7423cc9	50a9e052	9f44ae60	3ada2f9f	205232a29ee3585f	1
badeaacf3c185b26267426c2c7423cc9	50a9e052	9f44ae60	3ada2f9f	a8597dc43bcc0e83	0
badeaacf3c185b26267426c2c7423cc9	50a9e052	9f44ae60	d59bafc3	7713445fd963da0d	1
badeaacf3c185b26267426c2c7423cc9	50a9e052	9f44ae60	d59bafc3	9cf4b9615e066f3a	1
badeaacf3c185b26267426c2c7423cc9	50a9e052	48b34158	09544a3d	bc80d975dd59f5c8	1
badeaacf3c185b26267426c2c7423cc9	50a9e052	48b34158	09544a3d	6e112cd18cd9e6f5	1
badeaacf3c185b26267426c2c7423cc9	50a9e052	48b34158	9d2c23fd	ae78aaf9a6063d9e	0
badeaacf3c185b26267426c2c7423cc9	50a9e052	48b34158	9d2c23fd	8a5886b02b23d12f	1
badeaacf3c185b26267426c2c7423cc9	50a9e052	48b34158	9d2c23fd	7c92b0f06dbc16ad	1
badeaacf3c185b26267426c2c7423cc9	50a9e052	48b34158	6415113d	3f9e36c34e17e4ec	1
badeaacf3c185b26267426c2c7423cc9	50a9e052	48b34158	6415113d	11ee9c47a3bfdefe	1
badeaacf3c185b26267426c2c7423cc9	50a9e052	48b34158	6415113d	f405f6013094ddff	0
badeaacf3c185b26267426c2c7423cc9	50a9e052	48b34158	7eeeea33	e17efafd8c94a73a	1
badeaacf3c185b26267426c2c7423cc9	50a9e052	48b34158	7eeeea33	8d544d9186afcc8a	0
badeaacf3c185b26267426c2c7423cc9	50a9e052	48b34158	7eeeea33	321bbcbc43afd2e2	0
38da120eea871b036a52a61cb021a1b4	50a9e052	9f44ae60	3ada2f9f	d596380e58edaf48	0
38da120eea871b036a52a61cb021a1b4	50a9e052	9f44ae60	3ada2f9f	205232a29ee3585f	1
38da120eea871b036a52a61cb021a1b4	50a9e052	9f44ae60	3ada2f9f	a8597dc43bcc0e83	0
38da120eea871b036a52a61cb021a1b4	50a9e052	9f44ae60	d59bafc3	7713445fd963da0d	1
38da120eea871b036a52a61cb021a1b4	50a9e052	9f44ae60	d59bafc3	9cf4b9615e066f3a	1
38da120eea871b036a52a61cb021a1b4	50a9e052	48b34158	09544a3d	bc80d975dd59f5c8	1
38da120eea871b036a52a61cb021a1b4	50a9e052	48b34158	09544a3d	6e112cd18cd9e6f5	1
d7819f67384ab552a3b82121200887b8	50a9e052	6c422d47	63005672	17f76ea779e9eca0	0
d7819f67384ab552a3b82121200887b8	50a9e052	6c422d47	63005672	8bd46c835f8ae762	1
d7819f67384ab552a3b82121200887b8	50a9e052	6c422d47	63005672	1bff2fe1ed96e3f4	1
d7819f67384ab552a3b82121200887b8	50a9e052	6c422d47	63005672	7e56aff2c9c8f27a	1
d7819f67384ab552a3b82121200887b8	50a9e052	6c422d47	63005672	0c69fc00614ae090	1
d7819f67384ab552a3b82121200887b8	50a9e052	6c422d47	63005672	40df9b7a3f9b112f	0
d7819f67384ab552a3b82121200887b8	50a9e052	6c422d47	63005672	6bc9458a921a1444	1
d7819f67384ab552a3b82121200887b8	50a9e052	6c422d47	f4cde75b	1068c74162eb1fea	1
d7819f67384ab552a3b82121200887b8	50a9e052	6c422d47	f4cde75b	b1372878aa5a82cf	1
d7819f67384ab552a3b82121200887b8	50a9e052	6c422d47	f4cde75b	37ddb2f18db90001	1
d7819f67384ab552a3b82121200887b8	50a9e052	6c422d47	f4cde75b	0a094c212d8f54e4	1
d7819f67384ab552a3b82121200887b8	50a9e052	6c422d47	f4cde75b	c5d6d1bfadf6f255	1
d7819f67384ab552a3b82121200887b8	50a9e052	6c422d47	16262edc	e5d881fd7f508dcc	1
d7819f67384ab552a3b82121200887b8	50a9e052	6c422d47	16262edc	812165078e1a373a	1
d7819f67384ab552a3b82121200887b8	50a9e052	6c422d47	16262edc	df6cc50a616cdcd1	1
d7819f67384ab552a3b82121200887b8	50a9e052	6c422d47	16262edc	6a2efa12e6158eb4	0
d7819f67384ab552a3b82121200887b8	50a9e052	6c422d47	16262edc	7666f1ce01d0b8fb	1
d7819f67384ab552a3b82121200887b8	50a9e052	6c422d47	16262edc	2a287bea82b976ae	1
d7819f67384ab552a3b82121200887b8	50a9e052	6c422d47	16262edc	999b0c871c6fc5b0	1
d7819f67384ab552a3b82121200887b8	50a9e052	6c422d47	16262edc	6c0ea3e7b4e0f2e4	1
d7819f67384ab552a3b82121200887b8	50a9e052	6c422d47	16262edc	610a668645936fd4	1
d7819f67384ab552a3b82121200887b8	50a9e052	6c422d47	16262edc	01241fb26c9262ac	1
d7819f67384ab552a3b82121200887b8	50a9e052	6c422d47	16262edc	2cdf4bce978f3b9f	0
d7819f67384ab552a3b82121200887b8	50a9e052	6c422d47	16262edc	2cfe8721d7285c7b	1
d7819f67384ab552a3b82121200887b8	50a9e052	6c422d47	16262edc	49926ae56cb2f90c	1
d9d502b96376df4a439e3260d3c7c33c	50a9e052	48b34158	1b52f7c5	c54c28f789e2a0d2	1
d9d502b96376df4a439e3260d3c7c33c	50a9e052	48b34158	b7e0043d	9ddd4af89215b231	0
d9d502b96376df4a439e3260d3c7c33c	50a9e052	48b34158	b7e0043d	70e1de0674e336ba	1
